9.437270384429439218e+00 1.000000000000000000e+00 9.079800000000000537e+00 1.081499999999999906e+00
1.531801177596219077e+01 1.100000000000000089e+00 1.540000000000000036e+01 1.030799999999999939e+00
9.581883011132504180e+00 1.050000000000000044e+00 1.005799999999999983e+01 1.080699999999999994e+00
1.183113199604429155e+01 1.050000000000000044e+00 1.214199999999999946e+01 1.054100000000000037e+00
1.247464483677174485e+01 1.000000000000000000e+00 1.324300000000000033e+01 1.059099999999999930e+00
7.164850117656669681e+00 1.149999999999999911e+00 6.600200000000000067e+00 1.487999999999999989e+00
9.077552718591505254e+00 1.050000000000000044e+00 1.025799999999999912e+01 1.055900000000000061e+00
7.703949470582301728e+00 1.250000000000000000e+00 8.306900000000000617e+00 1.205400000000000027e+00
1.357286880970923448e+01 1.500000000000000000e+00 1.422799999999999976e+01 1.614000000000000101e+00
9.754420310546379369e+00 1.100000000000000089e+00 9.608900000000000219e+00 1.103900000000000103e+00
1.405064526450939866e+01 1.000000000000000000e+00 1.463899999999999935e+01 1.011500000000000066e+00
1.191301584554446436e+01 1.000000000000000000e+00 1.303299999999999947e+01 1.041900000000000048e+00
8.040371932334210214e+00 1.000000000000000000e+00 8.288899999999999935e+00 1.120100000000000096e+00
1.149557886396473805e+01 1.600000000000000089e+00 1.137500000000000000e+01 1.608700000000000019e+00
9.110588393679336150e+00 1.199999999999999956e+00 1.003999999999999915e+01 1.413000000000000034e+00
2.277830176485088032e+01 1.149999999999999911e+00 2.314399999999999835e+01 1.236399999999999944e+00
1.283303316715148412e+01 1.050000000000000044e+00 1.326900000000000013e+01 1.142400000000000082e+00
1.713018466332846401e+01 1.050000000000000044e+00 1.716199999999999903e+01 1.094300000000000050e+00
9.758283227462356990e+00 1.050000000000000044e+00 1.073600000000000065e+01 1.017800000000000038e+00
8.451136370991434887e+00 1.050000000000000044e+00 7.696900000000000297e+00 1.263700000000000045e+00
8.965805287114676503e+00 1.000000000000000000e+00 9.425599999999999312e+00 1.103099999999999969e+00
