1.037226112827420366e+01 1.449999999999999956e+00 1.089799999999999969e+01 1.304599999999999982e+00
9.629662209977254861e+00 1.050000000000000044e+00 8.921400000000000219e+00 1.011100000000000110e+00
1.585735934350361731e+01 1.850000000000000089e+00 1.607999999999999829e+01 1.592899999999999983e+00
1.072671271836054530e+01 1.399999999999999911e+00 1.124000000000000021e+01 1.188199999999999923e+00
7.073326049386196246e+00 1.000000000000000000e+00 6.172900000000000276e+00 1.319199999999999928e+00
8.033207777813572648e+00 1.149999999999999911e+00 9.320399999999999352e+00 1.017099999999999893e+00
1.674463282223371152e+01 1.100000000000000089e+00 1.725199999999999889e+01 1.165100000000000025e+00
8.581141276178527733e+00 1.800000000000000044e+00 8.229200000000000514e+00 1.581099999999999950e+00
1.038999080202870573e+01 1.149999999999999911e+00 1.028100000000000058e+01 1.186199999999999921e+00
7.610707575150854609e+00 1.050000000000000044e+00 6.570500000000000007e+00 1.254099999999999993e+00
1.609530699942104093e+01 1.449999999999999956e+00 1.663899999999999935e+01 1.721799999999999997e+00
1.037944573693903294e+01 1.000000000000000000e+00 1.001800000000000068e+01 1.158199999999999896e+00
1.232853001129490167e+01 1.100000000000000089e+00 1.212700000000000067e+01 1.152700000000000058e+00
1.550185448934689703e+01 1.199999999999999956e+00 1.681099999999999994e+01 1.099399999999999933e+00
1.037369921939000506e+01 1.500000000000000000e+00 9.711700000000000443e+00 1.490299999999999958e+00
3.234758520991840669e+01 1.449999999999999956e+00 3.236500000000000199e+01 1.462299999999999933e+00
1.041511057913407967e+01 1.149999999999999911e+00 1.079400000000000048e+01 1.064400000000000013e+00
7.875295083528158102e+00 1.100000000000000089e+00 7.827300000000000146e+00 1.088200000000000056e+00
1.785011446325347606e+01 1.100000000000000089e+00 1.821199999999999974e+01 1.058400000000000007e+00
1.134813002418673022e+01 1.600000000000000089e+00 1.063000000000000078e+01 1.773800000000000043e+00
7.700131102322188781e+00 1.350000000000000089e+00 7.680600000000000094e+00 1.460599999999999898e+00
7.541703227055108982e+00 1.100000000000000089e+00 7.270299999999999763e+00 1.029300000000000104e+00
1.212167663824777719e+01 1.649999999999999911e+00 1.230400000000000027e+01 1.641499999999999959e+00
1.634915234065772438e+01 1.149999999999999911e+00 1.584600000000000009e+01 1.087699999999999889e+00
9.272583807168757630e+00 1.149999999999999911e+00 1.009099999999999930e+01 1.292000000000000037e+00
8.472400676742154246e+00 1.100000000000000089e+00 7.903200000000000003e+00 1.187300000000000022e+00
1.404109325026558963e+01 1.100000000000000089e+00 1.504400000000000048e+01 1.037199999999999900e+00
7.433576963719360720e+00 1.350000000000000089e+00 6.754699999999999704e+00 1.594600000000000017e+00
2.391293407833779838e+01 1.149999999999999911e+00 2.393900000000000006e+01 1.188199999999999923e+00
1.346475750533011251e+01 1.850000000000000089e+00 1.310899999999999999e+01 2.229299999999999837e+00
1.770050195284920846e+01 1.600000000000000089e+00 1.819200000000000017e+01 1.526499999999999968e+00
1.077855783958534630e+01 1.449999999999999956e+00 1.136899999999999977e+01 1.656700000000000061e+00
1.045038462821162284e+01 1.050000000000000044e+00 1.033099999999999952e+01 1.131999999999999895e+00
1.868459480846900078e+01 1.100000000000000089e+00 1.898799999999999955e+01 1.060300000000000020e+00
9.300553038008388285e+00 1.050000000000000044e+00 8.522299999999999542e+00 1.164199999999999902e+00
1.384879092321511962e+01 1.600000000000000089e+00 1.447600000000000087e+01 1.473700000000000010e+00
9.876278797995041714e+00 1.399999999999999911e+00 8.497099999999999653e+00 1.565600000000000103e+00
