1.235098795094529578e+01 1.100000000000000089e+00 1.195400000000000063e+01 1.059099999999999930e+00
1.845403037609150942e+01 1.100000000000000089e+00 1.751399999999999935e+01 1.213300000000000045e+00
6.779986047481907008e+01 1.100000000000000089e+00 6.746099999999999852e+01 1.116600000000000037e+00
3.925288023877192245e+01 1.000000000000000000e+00 3.992600000000000193e+01 1.016399999999999970e+00
3.549070170209142816e+01 1.050000000000000044e+00 3.481900000000000261e+01 1.003700000000000037e+00
1.142988049223549751e+01 1.649999999999999911e+00 1.142999999999999972e+01 1.737500000000000044e+00
2.494872697925438843e+01 1.250000000000000000e+00 2.466400000000000148e+01 1.242099999999999982e+00
8.052994080625921924e+00 1.100000000000000089e+00 9.230199999999999960e+00 1.387599999999999945e+00
1.609564347537582307e+01 1.050000000000000044e+00 1.635999999999999943e+01 1.017800000000000038e+00
1.622922636697796861e+01 1.199999999999999956e+00 1.475200000000000067e+01 1.056400000000000006e+00
7.008811144292167228e+00 1.100000000000000089e+00 7.696399999999999686e+00 1.005900000000000016e+00
1.518777480040444061e+01 1.100000000000000089e+00 1.510599999999999987e+01 1.099199999999999955e+00
7.963221543353824927e+00 1.050000000000000044e+00 7.752500000000000391e+00 1.120300000000000074e+00
2.445754799792757694e+01 1.100000000000000089e+00 2.294999999999999929e+01 1.068699999999999983e+00
1.210110469539426958e+01 1.000000000000000000e+00 1.211400000000000077e+01 1.015099999999999891e+00
2.190419136566561065e+01 1.300000000000000044e+00 2.205900000000000105e+01 1.296599999999999975e+00
2.017033204381425548e+01 1.000000000000000000e+00 1.979599999999999937e+01 1.033700000000000063e+00
1.342803607478595040e+01 1.100000000000000089e+00 1.243599999999999994e+01 1.409100000000000019e+00
4.537524066226569630e+01 1.149999999999999911e+00 4.460199999999999676e+01 1.169899999999999940e+00
1.305224498194752414e+01 1.100000000000000089e+00 1.307000000000000028e+01 1.023200000000000109e+00
4.111707430851265599e+01 1.000000000000000000e+00 4.123700000000000188e+01 1.058000000000000052e+00
3.481943740083306693e+01 1.050000000000000044e+00 3.521699999999999875e+01 1.030499999999999972e+00
1.887171956719203081e+01 1.199999999999999956e+00 1.991000000000000014e+01 1.349800000000000111e+00
9.050194926015592500e+00 1.100000000000000089e+00 1.012899999999999956e+01 1.080400000000000027e+00
2.235574033862133092e+01 1.050000000000000044e+00 2.176099999999999923e+01 1.048000000000000043e+00
3.260326937766444644e+01 1.100000000000000089e+00 3.253399999999999892e+01 1.070999999999999952e+00
3.427317049793987280e+01 1.149999999999999911e+00 3.313799999999999812e+01 1.126700000000000035e+00
2.131950762609403682e+01 1.000000000000000000e+00 2.232300000000000040e+01 1.085900000000000087e+00
8.397780950265996580e+00 1.050000000000000044e+00 8.494199999999999307e+00 1.138300000000000090e+00
3.652247167283485396e+01 1.000000000000000000e+00 3.642600000000000193e+01 1.037700000000000067e+00
1.898435772561890644e+01 1.100000000000000089e+00 1.885500000000000043e+01 1.034100000000000019e+00
3.926372456892727314e+01 1.000000000000000000e+00 3.835099999999999909e+01 1.024100000000000010e+00
1.956465897607802162e+01 1.050000000000000044e+00 1.996799999999999997e+01 1.021099999999999897e+00
8.470097221965374956e+00 1.000000000000000000e+00 8.594300000000000495e+00 1.363799999999999901e+00
2.199438597681819374e+01 1.000000000000000000e+00 2.308599999999999852e+01 1.045900000000000052e+00
3.405956422761869362e+01 1.050000000000000044e+00 3.563900000000000290e+01 1.062000000000000055e+00
7.118220276760439447e+00 1.100000000000000089e+00 6.888799999999999812e+00 1.379599999999999937e+00
1.083820913215402015e+01 1.449999999999999956e+00 9.978600000000000136e+00 1.977999999999999980e+00
3.044472422609464957e+01 1.100000000000000089e+00 2.920299999999999940e+01 1.035900000000000043e+00
1.605861787061996893e+01 1.050000000000000044e+00 1.548799999999999955e+01 1.001500000000000057e+00
2.858915967657549118e+01 1.050000000000000044e+00 3.057999999999999829e+01 1.025099999999999900e+00
2.466223928806061849e+01 1.100000000000000089e+00 2.549699999999999989e+01 1.122600000000000042e+00
1.498287846126390832e+01 1.000000000000000000e+00 1.464700000000000024e+01 1.074600000000000000e+00
9.413232201739333505e+00 1.050000000000000044e+00 8.927500000000000213e+00 1.131099999999999994e+00
7.070999388670429653e+00 1.050000000000000044e+00 6.799900000000000055e+00 1.239800000000000013e+00
3.789931855076724787e+01 1.199999999999999956e+00 3.821099999999999852e+01 1.199799999999999978e+00
1.499455263507866221e+01 1.000000000000000000e+00 1.459200000000000053e+01 1.073099999999999943e+00
1.121779325646434700e+01 1.100000000000000089e+00 1.093900000000000006e+01 1.086500000000000021e+00
8.451469182273535807e+01 1.350000000000000089e+00 8.488400000000000034e+01 1.350800000000000001e+00
2.557951423107147093e+01 1.000000000000000000e+00 2.612699999999999889e+01 1.087599999999999900e+00
1.318143111720848992e+01 1.050000000000000044e+00 1.203800000000000026e+01 1.119399999999999951e+00
1.114423126801182207e+01 1.100000000000000089e+00 1.103400000000000070e+01 1.108899999999999997e+00
2.363887163408344350e+01 1.000000000000000000e+00 2.326899999999999835e+01 1.051500000000000101e+00
1.979205872975182956e+01 1.149999999999999911e+00 1.917000000000000171e+01 1.219799999999999995e+00
1.282524548142714593e+01 1.199999999999999956e+00 1.114499999999999957e+01 1.268699999999999939e+00
2.175608133238290520e+01 1.300000000000000044e+00 2.219999999999999929e+01 1.136700000000000044e+00
2.908850033255407652e+01 1.050000000000000044e+00 3.016199999999999903e+01 1.075299999999999923e+00
8.735854224468994289e+00 1.500000000000000000e+00 8.913199999999999790e+00 1.653100000000000014e+00
1.724677922946284525e+01 1.199999999999999956e+00 1.742699999999999960e+01 1.131999999999999895e+00
6.452857057109486050e+01 1.100000000000000089e+00 6.585999999999999943e+01 1.128200000000000092e+00
2.066957577860398487e+01 1.050000000000000044e+00 2.215099999999999980e+01 1.083800000000000097e+00
1.976500656043106119e+01 1.000000000000000000e+00 1.984900000000000020e+01 1.064300000000000024e+00
1.792289127362903400e+01 1.000000000000000000e+00 1.741600000000000037e+01 1.085099999999999953e+00
